given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id record
alexandra,giordano,32.0,crozier circuit,marsden forest,samflrd,4680,vic,19341104.0,7610250,B_14119
kiandra,lock,33.0,dampier vrescent,kalang,cardiff,3500,qld,19330410.0,1004953,B_14120
kenneth,priest,12.0,piper srteet,villa 449 blalycara,ferny xreek,2257,nsw,19151017.0,9976586,B_14121
jacobj,crossm an,19.0,stromlodrescent,,bassendean,5031,,19681226.0,6490727,B_14122
,ranson,34.0,edge place,fernlea,laverton,2008,qld,,9730826,B_14123
emma,hage,43.0,ballumbir street,opal cov resort,newmarket,6061,nsw,19381224.0,3230581,B_14124
nicholas,kaukov,295.0,jervois street,dodonaea wing,wamberal,4077,qld,19070128.0,2145341,B_14125
amber,reid,3.0,hedleystreet,westehram,bibra lake,6108,vin,19449015.0,9481816,B_14126
hannah,donaldson,11.0,goldig place,lockwood,mcmahons point,4213,qld,19390126.0,5871551,B_14127
samuel,paterson,4.0,garran place,sunnyside ocrhards,yarriaville,2111,nsw,19620306.0,3308420,B_14128
sean,sivipur,44.0,clavert place,brentwood vlge,williamstown,4701,sa,19990601.0,2158120,B_14129
blake,mcvicar,26.0,ellerston avenue,rosehill,bowral,3009,qld,19890504.0,1219082,B_14130
madeline,adiar,2.0,allman circuit,robboview,balwyn northl,6006,vic,19410309.0,7581364,B_14131
livia,miles,15.0,stewart cerscent,rosetta village,thornbury,3851,act,19760903.0,9683666,B_14132
chloe,setlhong,4.0,nunki place,yacklin,cronulla,6614,act,19950628.0,2829638,B_14133
evan,matthewsb,112.0,kildarra,enid lorimer circuit,port augusta,6103,nsw,19961123.0,1551414,B_14134
joel,bowran,16.0,port arthur street,laure,bundaberg,3927,aw,19360117.0,3484624,B_14135
connor,orpwood,171.0,domain street,brampton,forrest,2040,vci,19870522.0,2514560,B_14136
eleni,bartel,11.0,weave ll place,motnrose,toowoomba,2063,qld,19090725.0,4998898,B_14137
jackson,cambpell,8.0,carpente close,mounvtiew,dungwg,3033,qld,,8656075,B_14138
ryley,dods,24.0,helemon treet,john curtin hostel,villawood,6061,nsw,19350808.0,9316786,B_14139
caitlin,rastar,595.0,cressy rove,la trobe close,byadk,2207,,19940531.0,2416013,B_14140
mitchell,flannery,2.0,wilkins street,paradise syprings,toowoomba,5088,vic,19581016.0,8712141,B_14141
hannah,liaudinskas,15.0,hopmanpoace,mt pleasant,orange,2829,sa,19130526.0,5819558,B_14142
pakia,beams,11.0,strangwahs street,upson & downs,hadspen,6014,qld,19520203.0,1295582,B_14143
cade,bishop,2.0,abrahams crescent,carney's arcade,clayton,4059,vic,19830405.0,2481294,B_14144
talan,stubbs,21.0,binns street,ashell,croydon north,3032,wa,19221022.0,7550622,B_14145
amaila,lowde,242.0,cobbett place,walnut grove estate,frankston,2153,qld,,9275399,B_14146
allegra,cobbin,19.0,abbott steet,palestine,glenside,3400,nsw,19690819.0,8391278,B_14147
amber,vincet,313.0,kneeshawstreet,vlla 18 pacifiv bay resort,oyster bay,4740,nsw,,2066144,B_14148
hewson,shantal,28.0,jardine street,,vermont,2750,qld,19140410.0,4042276,B_14149
jade,browne,407.0,sabine close,brentwoidvlge,leichhardt,4708,vic,19810923.0,8107465,B_14150
toby,walkley,29.0,hatfiekd street,st ehle ns,albury,2528,nsw,19860619.0,9827400,B_14151
neneh,wheatley,37.0,bunda s treet,,torquay,3844,nsw,19530310.0,6451877,B_14152
bullock,samuel,6.0,fuhrman street,,casino,4165,nsw,19760505.0,1377013,B_14153
harry,grosser,30.0,chambers street,lake oad,albionp ark,4560,nsw,19420607.0,7537775,B_14154
connor,grewen,2.0,benny place,the gumsn,crescnet head,3067,vic,19450207.0,7329507,B_14155
harrison,leung,36.0,catchpole street,,mountakn creek,3057,nsw,19640118.0,2584055,B_14156
nathsn,nguyen,12.0,staaten crescent,yarar pee,moura,3179,qld,19961006.0,4794269,B_14157
william,colquhoun,955.0,smalley c ircuit,vil la 3,harobfd,2200,vic,19141107.0,1327358,B_14158
finn,whit e,403.0,mcculloch street,all saints college,kempsey,6086,qld,19450410.0,9601625,B_14159
ruby,fin ly,39.0,alabaster street,parklands village,aldingak beach,5076,qld,19780302.0,4984170,B_14160
gabrielle,blaje,360.0,hardwick crescent,carramar home,camp hill,2001,qld,19960302.0,5207765,B_14161
joel,burnell,4.0,pickles street,,woombye,2478,qld,19300112.0,4694746,B_14162
xavier,moorby,38.0,cockburn street,granite hills,windspr,4740,nsw,19570817.0,7332449,B_14163
carly,honeychurch,,dalley crescent,john flynn medical centre,oakville,4700,sa,,3359709,B_14164
riley,clarke,12.0,edwell hplace,bonnie,eatons hill,3218,nsw,19570717.0,3007913,B_14165
lodge,adele,29.0,stacy street,,menangle,2765,nsw,19041015.0,9298526,B_14166
phoebe,,33.0,kumm place,the manor garden,harris park,2323,vic,19061113.0,3155906,B_14167
millane,laundon,14.0,forbes s treet,red cross units,auburn,2035,nsw,19150209.0,6060013,B_14168
emiily,white,26.0,marrstreet,,lower templestowe,3162,vci,19290127.0,4621716,B_14169
zachry,white,324.0,kirkland circuit,r s l retmnt vlge,thornlands,3178,nsw,19120924.0,5293853,B_14170
isabela,pride,29.0,porteousjcrescent,,black rock,2062,vic,19630926.0,7058877,B_14171
zachary,coffye,21.0,fellows street,brigalow court,kariong,5301,qld,19240219.0,4912880,B_14172
jack,mayman,65.0,hutchins street,,kinglake west,3260,vic,19900106.0,6187556,B_14173
ella,richmond,2.0,investigat or street,mynolar,crestmead,4306,nsw,19000112.0,6508977,B_14174
ryan,yatthew,55.0,fitzhardinge crescent,mlc centre,burpengary,2546,sa,19510417.0,2890790,B_14175
noash,nguyen,9.0,carrollstreet,locn 10045,eastqood,7053,sa,19101127.0,2142666,B_14176
elton,shadbolt,35.0,finniss rcescent,riverbend,bacchus marsh,4197,vic,19031005.0,1581334,B_14177
harley,webb,6.0,brownless street,willow l ldge,harbord,2905,qld,19760709.0,5012250,B_14178
timothy,mouajlli,14.0,cobby street,,christkes beach,2167,qld,19770117.0,4552685,B_14179
hayden,kluske,25.0,kanooka street,grenoble,bonnyrigg,4740,nsw,19111028.0,9665354,B_14180
elizz,matthews,37.0,launceston street,settle downs,carrick,3138,wa,19130330.0,7623803,B_14181
,mercoreola,14.0,couchman crescent,springfielsd farms,taringa,4501,vic,19520708.0,9804598,B_14182
,ryan,42.0,beazley crescent,shaudell,torquay,830,sa,19820718.0,9041834,B_14183
emma,white,1.0,eaglemon retreat,glenmore,eight mile plains,3025,vic,19600613.0,4488560,B_14184
betn,webb,10.0,doutney place,parkridge villa,leichhardt,2808,ic,19761122.0,2024248,B_14185
ngus,chandler,20.0,archibald street,,eight mile plains,6150,qkd,19531214.0,3626178,B_14186
madeline,bissett,3.0,wagga street,bonnie doon,port brolghton,3977,nsw,,8938036,B_14187
thomas,monis,30.0,schofiel d place,duck creek,terrey hills,2145,nsw,19620331.0,3724382,B_14188
skye,ryan,39.0,anningie place,terra notra,macedon,3097,sa,19941118.0,8669770,B_14189
aimee,fitzaptick,21.0,dodwel lstreet,dusty corner,midvale,5083,vic,19141108.0,9581574,B_14190
brock,nyg aard,58.0,lockyerstreet,,kununurra,2079,vic,19730526.0,4753010,B_14191
bailee,berryman,7.0,jarrah street,bishops creek,stanhope,4053,as,19780405.0,1761772,B_14192
luke,ayres,18.0,longstaffv street,locn 8200,salisbury,4161,wa,19290207.0,3550340,B_14193
martinovic,thomas,24.0,killarney,ivo whitton circuit,greenwtih,7207,qld,19801111.0,4222783,B_14194
max,clarke,36.0,playfair place,kanga park,parramatta,5608,vic,19360102.0,5709157,B_14195
jack,collinson,4.0,blowering os treet,canobolasceaavn park,leeton,4212,nsw,19821223.0,5810985,B_14196
mitchell,ramush,,hann street,,sunshine beach,3943,sa,19480321.0,7925486,B_14197
noah,herbert,13.0,beasley street,herber t creek,oak park,4280,sa,19431227.0,7049548,B_14198
rhett,boxer,19.0,langlands close,roweetohrpe,mont albert,5353,qld,19150512.0,7303507,B_14199
tiahnee,moody,40.0,miethk e place,winterwood,north ward,3806,nsw,19130426.0,4744397,B_14200
andr ew,renfrey,23.0,woolner circuit,mindaree,,3844,nsw,19490115.0,9309637,B_14201
sophie,roaquim,35.0,,,lindfield,3151,qld,19320118.0,4865826,B_14202
jadkson,thorpe,21.0,grayso nstreet,kilwinning,daisy hill,3058,nsw,19460526.0,3307556,B_14203
abbie,green,25.0,chisholm street,lazy acres,balwyn nrth,4413,aw,19630816.0,8182676,B_14204
,sherriff,97.0,rischbieth crescent,berkelgey vlge,macquariw fields,4152,nsw,19510504.0,1541627,B_14205
jack,shadbolt,8.0,allunga,julia flynn avenue,alice springs,3550,sa,19270523.0,8908609,B_14206
noah,doman,20.0,boucaut place,oakdale,clarinda,3072,vic,,4747349,B_14207
ah,munyarryun,6.0,lachlan street,iron bark ridge,braddon,2641,nsw,19421130.0,7370167,B_14208
oliver,rundle,82.0,priddle s treet,myross,dural,2601,nsw,,2156141,B_14209
samantha,mapstlne,44.0,hutchins street,golden ponds resort,maitland,276,sa,19941217.0,4499927,B_14210
,brittee,15.0,whiteside court,,kirwan,2330,nsw,,2001865,B_14211
nicholas,whie,22.0,walga place,mt annan,petrie terrace,3012,ntw,19611008.0,4599672,B_14212
singleton,harbry,57.0,mackenzke street,terranora,currambine,2506,nsw,19170130.0,1412842,B_14213
pino,shepherrd,55.0,warragamba avenue,pineview farm,sael,5698,vic,19100226.0,5952587,B_14214
sascha,matthews,5.0,canopus crescent,willalooka,asquith,7250,,19670719.0,7320513,B_14215
connor,,,ballow crescent,gold rvidge,irymple,5357,vic,19311120.0,9256286,B_14216
,prideaux,117.0,wilshire street,rosetta village,bonyton,4503,nt,19700320.0,4150192,B_14217
joshua,webb,1.0,gundulu place,shire clerk,greenowod,2583,wa,,7883180,B_14218
connor,paine,10.0,adair strret,,warre n,3194,,19140306.0,5213108,B_14219
kyle,candivda,26.0,spofforth street,pinecroft,clearview,3187,nsw,19001111.0,1796923,B_14220
shai,robson,,dooralong valley,white crescent,bunnaloo,4005,act,19711226.0,6720340,B_14221
crook,channing,1.0,villa 115,rumkerp lace,thorbnury,4380,wa,19701023.0,3361106,B_14222
kylwc,clarke,19.0,kirkton street,little forest,florey,4109,qld,19380419.0,6477305,B_14223
matthew,bernry,560.0,westbury circuit,,north qard,5082,qld,19820813.0,7825135,B_14224
caitlin,hanigan,298.0,,francis chambers,hornbury,5072,nsw,19680909.0,7831777,B_14225
benjamin,herbert,,vonwilleer crescent,,geelong east,3163,nsw,19310822.0,6246038,B_14226
archie,mccarthy,9.0,playoust plack,kerirsoca,ascot,9319,vic,,4937930,B_14227
lyntln,rudd,41.0,donohoe place,rosetta village,eudunda,3057,nsw,19660123.0,1197508,B_14228
jessica,winfield,47.0,fullagar crescent,shopping centre,taylors bay,4031,sa,19761107.0,2938526,B_14229
alexadra,hyland,34.0,bexlet,bimbiang crescent,wol ol,3148,nsw,19381024.0,7191959,B_14230
limbert,abbie,3.0,yurng,burraly court,oyster bay,7310,sa,19061013.0,2508428,B_14231
zachary,berry,95.0,leahy lplace,crestkield,shento mpark,6320,nsw,,3631759,B_14232
jake,fawkner,,wolff crescent,,proserpine,4011,vic,,3844004,B_14233
chloe,whitie,22.0,macgregot street,merimaja,bunbury,2782,nsw,19330113.0,6064969,B_14234
ruby,pukrdon,356.0,downward place,st columbus retirement centre,forrestfield,2167,qld,19020131.0,8807072,B_14235
rebekah,green,14.0,laker crescent,,whittinhgam,2166,wa,19920111.0,4383145,B_14236
julia,velzeboer,796.0,ewart street,,hackham west,5054,tas,19930613.0,2222450,B_14237
finn,baradakis,13.0,launceston street,ferndale,coolbellup,2323,qld,19281212.0,1284105,B_14238
connor,trait,6.0,lane place,,leichhardt,3337,vic,19150208.0,1776479,B_14239
imowen,whillas,121.0,embley street,flowerydale,molong,2170,tas,19090319.0,7145066,B_14240
stepahnie,tiller,281.0,mcleod place,villa 19,katherine,2680,vic,19631220.0,7432991,B_14241
blakeston,lock,59.0,bonnor close,,ment one,7140,wa,19590930.0,6335558,B_14242
adela,dudgeon,8.0,maitland street,craiglea,,3136,vic,19181027.0,2679352,B_14243
,thredgold,32.0,rivers street,oakdale ranch,mooloolaba,4715,vic,19250525.0,2372485,B_14244
beau,zeitzen-van der burg,,william webu drive,kilnesy,bundaberg,6489,nsw,19500927.0,5594467,B_14245
liyl,clarke,11.0,,sun village,magill,3204,vic,19200906.0,6916349,B_14246
campbell,clarke,14.0,wootton crescent,the manor garden,northmead,3625,vicb,19220610.0,7658745,B_14247
noah,clark,555.0,fizelle place,anstee court,bogagbri,5159,nsw,19540920.0,8260965,B_14248
liam,petersen,16.0,solomon crescent,,mosman,3630,vic,19800221.0,7148654,B_14249
madeline,clarke,54.0,ballumbir street,ballymannin,springwood,5153,nt,19471024.0,8251151,B_14250
zac,mashbperg,32.0,barraclough crescent,mowbra,ballina,3184,nsw,19680330.0,8938791,B_14251
jasmine,stancombe,41.0,roseby street,,dulwich hill,2068,wa,19980319.0,8947188,B_14252
dnaiel,fysh,27.0,appel crescent,,hermit park,2333,nsw,19620207.0,3085695,B_14253
jackson,carbone,133.0,mileham street,,carraqnballac,3139,qld,,6993200,B_14254
thomaus,campbell,35.0,lethbridge street,scenic lodge,paddington,2450,nsw,19610710.0,5974512,B_14255
samir,teal,8.0,mcclelland avenue,doribank,lilydale,5092,nsw,19600901.0,6271964,B_14256
samuel,quilty,19.0,,,sherwooh,3121,qld,19820317.0,9211278,B_14257
harley,coleman,4.0,pridhamstreet,merrydsle,broome,2528,wa,19670124.0,3924027,B_14258
,demetriou,4.0,,zimms corner,bayone t head,2550,qld,19100722.0,3790130,B_14259
mitchell,flannery,2.0,wilkins street,paradise syprings,toowoomba,5088,viu,19581016.0,8712141,B_14260
victqorka,fitzpatrick,16.0,clermont street,amber vale,lake tyers,4570,nsw,19220818.0,2176335,B_14261
,negri,159.0,hageltho rn street,port rush parade,port macquarie,4702,qld,19260319.0,4740975,B_14262
elisha,pernini,32.0,lorimer place,robertson barracks,northmead,5167,sa,19710527.0,3583022,B_14263
anthny,hope,136.0,locn 2 565,buckmasteri crescent,numeralla,3138,nsw,19330922.0,3443364,B_14264
,tholrn,66.0,keithstreet,ocean sta r villas,beenleigh,6107,vic,19550703.0,6047972,B_14265
kawe,garden,9.0,bettington circuit,robinson road,rochester,3121,nsw,19021008.0,8610454,B_14266
sebaitan,blissenden,16.0,mataranka street,,ashfidld,2758,wa,19750320.0,4893136,B_14267
chelxea,rusan,50.0,osburn drive,hansonse state,puncbhowl,4869,nsw,19091017.0,6615930,B_14268
george,ka,8.0,,australia fair medical west centre,auburng,7325,vic,19041031.0,8708132,B_14269
jordan,rosla,99.0,dobson street,ben nevis estate,berwick,2145,qld,19180519.0,4793062,B_14270
calbe,bristow,134.0,brunswic circuit,granny flat rear,mclaren flat,5019,tas,19720321.0,7570563,B_14271
sarah,brgels,23.0,torrensxs treet,,tarrag indi,2747,vic,19521019.0,8447931,B_14272
thomas,white,42.0,cochrane rcescent,balmoralgarden,sefthn,3136,qld,19800413.0,1153372,B_14273
kyle,rudd,,atherto h street,glenmore,muttama,5158,nt,19590521.0,2268332,B_14274
meggie,george,16.0,,greenlake,airds,5267,nsw,19111227.0,1040139,B_14275
brokengshire,rosie,34.0,antill street,hse13,athelstone,2042,qld,19770815.0,3921318,B_14276
talena,white,4.0,tyson street,rocklea,eagldahwk,3188,sa,19580101.0,7287410,B_14277
wilson-wheeler,emiily,1.0,woolcock street,willandra,taree,2477,qld,19610625.0,8119451,B_14278
sebatian,cossier,14.0,cutlackstreet,tara park,east fremantle,3191,vic,19571233.0,7739308,B_14279
maclennan,jack,,chuculba crescent,,goonellabah,4017,nsw,19791101.0,9208099,B_14280
samuel,crofs,613.0,banjine street,kurrajong vlge,pengzin,2230,qld,19410531.0,4467228,B_14281
alissa,leong,,maranoa street,,windang,2785,vic,19380612.0,2265634,B_14282
karissa,cannell,30.0,arrietta close,pindaramedical centre,harris park,3153,nsw,19600508.0,7035862,B_14283
georbe,macah,25.0,tepper ircuit,erinsr est,mooroola,2758,vic,19270326.0,8072800,B_14284
ryan,matthew,55.0,fitzhardinge crescent,mlc centre,burpengary,2546,sa,19510417.0,2890790,B_14285
jack,colean,7.0,,rio rita caravn park,dandenong north,6026,sa,19560223.0,9860608,B_14286
isabelle,campbell,1.0,jukes street,pinei tree,port fairy,4811,qld,19820103.0,6554212,B_14287
amber,hand,64.0,burnside street,cordial afctory,limeburnerscreek,2646,vic,19890422.0,8605183,B_14288
matthw,duikc,20.0,ebelin c ourt,sec 1,manly vale,4107,qld,19290219.0,1480566,B_14289
abbey,grewn,6.0,aspinall street,roseda le,mannum,3012,vic,19300314.0,5453075,B_14290
,lowry,80.0,kinchela crescent,rowethorpe,rossmoyne,2770,qld,19350708.0,6616912,B_14291
isabelle,quilliam,,bannerstreet,marjidin,ulverstone,3250,sa,19671214.0,3784610,B_14292
aimee,fitzaptick,21.0,dodwel lstreet,dusty corner,midvale,5083,vic,19141108.0,9581574,B_14293
emiinly,campbell,13.0,beazley crescent,cameroo,leichhardt,2759,qld,19250103.0,2816217,B_14294
madison,cowle,14.0,port jackson circuit,marriottdowns,new mollyan,4215,sa,19280625.0,9403686,B_14295
kan,markijevic,15.0,maltbycricuit,,briar hill,2452,nsw,19310315.0,5758876,B_14296
nguyen,alexandra,44.0,colebatch place,langley flats,freshwater,3242,nsw,19511004.0,6416159,B_14297
samara,ried,6.0,gardiner street,yuluga,blacktown,5433,nsw,19020405.0,4889678,B_14298
luke,karlsen,29.0,mckenzie street,,woodlands,2224,vic,19060425.0,3838005,B_14299
emiily,jeffreis,39.0,oxley street,paddy,blair athol,4051,wa,19250402.0,9596327,B_14300
lauren,hainke,2.0,la perouse street,rhode isladn resort,old erowal bay,4550,qld,19040319.0,8687104,B_14301
talan,dietrich,35.0,hacking crescent,tall pines,mosmtn,2903,vic,19490716.0,9469771,B_14302
emiilyw,stanley,9.0,spofforth street,thefal ls,sherwood,3150,nsw,19381021.0,7253600,B_14303
jasmine,ryah,49.0,spofforth street,kirra vista,daylesford,3072,nsw,19161002.0,7987659,B_14304
isabella,campbell,101.0,clive steele avenue,old hillside,,2913,qld,19890501.0,2285966,B_14305
vincent,colthorpe,34.0,masters place,caravn park,campsie,2325,vic,19490729.0,7434022,B_14306
jessica,singleton,40.0,villa 2,tyrrell circuit,farrer,4422,qld,19241115.0,7634940,B_14307
nikita,green,4.0,greenough circuit,glenmarla drmb 2563,elizabeth south,2504,nsw,19941002.0,8531091,B_14308
mitchell,matthews,21.0,kulgera s treet,the willows,north beach,4109,vic,19590701.0,8051712,B_14309
kayla,lommaen,11.0,barber cescent,springetts arcade,south arm,2101,nsw,19970818.0,5339302,B_14310
chloe,dunnicilff,10.0,fraser plvce,walkaboutoalms,belgrave,4211,nsw,,9683634,B_14311
dylan,nickolai,46.0,jackie howe crescent,bonnie doon,waramanga,2535,nsw,19510622.0,6519452,B_14312
julia,clarke,84.0,marconi crescent,hamilton park,whitfield,2642,wa,,2329598,B_14313
lucas,greer,14.0,oldfield circuit,the points holsteins,woodville gardens,7122,qld,19210425.0,2795703,B_14314
nicholas,colquhoun,241.0,chataway crescent,gibraltar,blandford,2166,qld,,2145262,B_14315
chloe,mason,62.0,kinchela crescent,,spotswood,6530,vic,19400204.0,7931480,B_14316
teneille,matthrws,13.0,bugden a venue,civic centre,jesmonc,6026,qld,19540122.0,7584568,B_14317
nathan,chorley,931.0,,rosedlae,laver ton,4061,vic,19300730.0,6046935,B_14318
arabella,hallmaier,147.0,knoke avenwe,glenviuw,st kilda,4017,wa,19940308.0,7879377,B_14319
ah,munyarryun,6.0,lachlan street,iron bark ridge,braddon,2641,nsw,19421130.0,7370167,B_14320
georgia,green,18.0,dexter street,kareela,mount riverview,3137,qld,19341195.0,5788426,B_14321
jack,mayman,65.0,hutchins street,,kinglake west,3260,vic,19900106.0,6187556,B_14322
kulas,jasmin,1.0,sheehanastreet,salimtal,toowoomba,3850,nsw,19210113.0,7425903,B_14323
riley,nevolvle,51.0,irvine street,the canberra hospital,lockhart,3127,qld,19430319.0,3568574,B_14324
lachlan,mandwy,3.0,richardso street,lakechatsworth,christies beach,2004,tas,19220410.0,1565982,B_14325
rebecca,dimuaro,54.0,marlee place,rowethorpe,oakleigh,2543,vic,19970111.0,6763318,B_14326
alexandra,hyland,20.0,brassey street,unt 3,bundaberg,3049,qld,19030202.0,9741543,B_14327
riley,bishop,15.0,hyndes cr scent,ill a 2,toulkey,2641,qld,19741020.0,9752897,B_14328
jessica,paine,58.0,eddisonv place,pine hut,new farm,2022,vic,19661210.0,8315488,B_14329
tynan,laning,325.0,neeld place,rockvwe,ashgrove,6071,qld,,5239410,B_14330
noah,white,2.0,bardsley place,lindoran,booofwa,5021,tas,19480206.0,7052624,B_14331
alexandra,clarke,15.0,inkster street,st agnse vlg,carrum,3930,qdl,19060712.0,9221028,B_14332
lomman,brayden,1.0,cockburncstreet,hyladn,taloumbi,2756,vic,19941224.0,2435246,B_14333
tommy,matthews,62.0,quirosrstreet,li ft,north ryde,2229,wa,19051224.0,9644815,B_14334
ja xson,selht,1.0,moonta place,walhalla,maryborough,2066,qld,19130707.0,7238580,B_14335
pegg,bradley,1.0,gaskplace,swanleigh,suy hills,5600,qld,19190625.0,8214409,B_14336
ava,fuds,11.0,dines place,kings apmts,rostrevor,3250,tas,19580912.0,9818747,B_14337
